Collection|FileName|Path|Value
DRYAD|00760-metadata.xml|/ns0:DryadDataFile/ns3:scientificName|Trachemys scripta
DRYAD|00760-metadata.xml|/ns0:DryadDataFile/ns2:spatial|North America
DRYAD|00760-metadata.xml|/ns0:DryadDataFile/ns2:spatial|South Carolina
DRYAD|00760-metadata.xml|/ns0:DryadDataFile/ns2:dateSubmitted|2015-06-04T15:37:59Z
DRYAD|00760-metadata.xml|/ns0:DryadDataFile/ns2:available|2015-06-17T18:46:30Z
DRYAD|00760-metadata.xml|/ns0:DryadDataFile/ns2:format|100864
DRYAD|00760-metadata.xml|/ns0:DryadDataFile/ns2:provenance|Made available in DSpace on 2015-06-04T15:37:59Z (GMT). No. of bitstreams: 1 Young&Blob_TurtleFemurStrainData_Dryad.xls: 100864 bytes, checksum: 69c262464e6c6e20836fe6b2611161b9 (MD5)
DRYAD|00760-metadata.xml|/ns0:DryadDataFile/ns2:isPartOf|http://dx.doi.org/10.5061/dryad.0jd3t
DRYAD|00761-metadata.xml|/ns0:DryadDataFile/@xsi:schemaLocation|http://purl.org/dryad/schema/terms/v3.1 http://datadryad.org/profile/v3.1/dryad.xsd
DRYAD|00761-metadata.xml|/ns0:DryadDataFile/ns2:type|file
DRYAD|00761-metadata.xml|/ns0:DryadDataFile/ns2:creator|Hadfield, Jarrod D.
DRYAD|00761-metadata.xml|/ns0:DryadDataFile/ns2:creator|Krasnov, Boris R.
DRYAD|00761-metadata.xml|/ns0:DryadDataFile/ns2:creator|Poulin, Robert
DRYAD|00761-metadata.xml|/ns0:DryadDataFile/ns2:creator|Shinichi, Nakagawa
DRYAD|00761-metadata.xml|/ns0:DryadDataFile/ns2:title|HostTree
DRYAD|00761-metadata.xml|/ns0:DryadDataFile/ns2:identifier|http://dx.doi.org/10.5061/dryad.jf3tj/5
DRYAD|00761-metadata.xml|/ns0:DryadDataFile/ns2:rights|http://creativecommons.org/publicdomain/zero/1.0/
DRYAD|00761-metadata.xml|/ns0:DryadDataFile/ns2:description|Phylogenetic tree (Newick format) of small mammals used for analyses in Hadfield et al. `A tale of two phylogenies: comparative analyses of ecological interactions'
DRYAD|00761-metadata.xml|/ns0:DryadDataFile/ns2:subject|Coevolution
DRYAD|00761-metadata.xml|/ns0:DryadDataFile/ns2:subject|Community: structure
DRYAD|00761-metadata.xml|/ns0:DryadDataFile/ns2:subject|Ecology: evolutionary
DRYAD|00761-metadata.xml|/ns0:DryadDataFile/ns2:subject|Ecology: statistical
DRYAD|00761-metadata.xml|/ns0:DryadDataFile/ns2:subject|Evolution: host/parasite
DRYAD|00761-metadata.xml|/ns0:DryadDataFile/ns2:subject|Interactions: host/parasite
DRYAD|00761-metadata.xml|/ns0:DryadDataFile/ns2:subject|Macroevolution
DRYAD|00761-metadata.xml|/ns0:DryadDataFile/ns2:subject|Phylogeny
DRYAD|00761-metadata.xml|/ns0:DryadDataFile/ns2:subject|Statistics
DRYAD|00761-metadata.xml|/ns0:DryadDataFile/ns2:dateSubmitted|2013-10-01T16:29:49Z
DRYAD|00761-metadata.xml|/ns0:DryadDataFile/ns2:available|2014-01-03T18:42:26Z
DRYAD|00761-metadata.xml|/ns0:DryadDataFile/ns2:provenance|Made available in DSpace on 2013-10-01T16:29:49Z (GMT). No. of bitstreams: 1 HostTree.tre: 4135 bytes, checksum: 640fe7a7965649d39bec459cab5cbd3e (MD5)
DRYAD|00761-metadata.xml|/ns0:DryadDataFile/ns2:isPartOf|http://dx.doi.org/10.5061/dryad.jf3tj
DRYAD|00762-metadata.xml|/ns0:DryadDataFile/@xsi:schemaLocation|http://purl.org/dryad/schema/terms/v3.1 http://datadryad.org/profile/v3.1/dryad.xsd
DRYAD|00762-metadata.xml|/ns0:DryadDataFile/ns2:type|file
DRYAD|00762-metadata.xml|/ns0:DryadDataFile/ns2:creator|Bertrand, Yann
DRYAD|00762-metadata.xml|/ns0:DryadDataFile/ns2:creator|Töpel, Mats
DRYAD|00762-metadata.xml|/ns0:DryadDataFile/ns2:creator|Elväng, Annelie
DRYAD|00762-metadata.xml|/ns0:DryadDataFile/ns2:creator|Melik, Wessam
DRYAD|00762-metadata.xml|/ns0:DryadDataFile/ns2:creator|Johansson, Magnus
DRYAD|00762-metadata.xml|/ns0:DryadDataFile/ns2:title|ALN2_NS4B
DRYAD|00762-metadata.xml|/ns0:DryadDataFile/ns2:identifier|http://dx.doi.org/10.5061/dryad.504636cd/12
DRYAD|00762-metadata.xml|/ns0:DryadDataFile/ns2:rights|http://creativecommons.org/publicdomain/zero/1.0/
DRYAD|00762-metadata.xml|/ns0:DryadDataFile/ns2:description|Alignment derived from ALN2.fas that corresponds to the NS4B-gene region.
DRYAD|00762-metadata.xml|/ns0:DryadDataFile/ns2:subject|mammalian tick-borne flavivirus group
DRYAD|00762-metadata.xml|/ns0:DryadDataFile/ns2:subject|Bayesian dating
DRYAD|00762-metadata.xml|/ns0:DryadDataFile/ns2:subject|recombination
DRYAD|00762-metadata.xml|/ns0:DryadDataFile/ns2:subject|Louping ill virus
DRYAD|00762-metadata.xml|/ns0:DryadDataFile/ns2:subject|Tick-borne encephalitis virus
DRYAD|00762-metadata.xml|/ns0:DryadDataFile/ns2:subject|network
DRYAD|00762-metadata.xml|/ns0:DryadDataFile/ns2:subject|phylogeny
DRYAD|00762-metadata.xml|/ns0:DryadDataFile/ns3:scientificName|Tick-borne encephalitis virus
DRYAD|00762-metadata.xml|/ns0:DryadDataFile/ns2:dateSubmitted|2012-11-07T18:02:46Z
DRYAD|00762-metadata.xml|/ns0:DryadDataFile/ns2:available|2012-11-07T18:02:46Z
DRYAD|00762-metadata.xml|/ns0:DryadDataFile/ns2:provenance|Made available in DSpace on 2012-11-07T18:02:46Z (GMT). No. of bitstreams: 1 ALN2_NS4B.fas: 22467 bytes, checksum: 1b76e310d4f459c1be61d5f998cdc25a (MD5)
DRYAD|00762-metadata.xml|/ns0:DryadDataFile/ns2:isPartOf|http://dx.doi.org/10.5061/dryad.504636cd
DRYAD|00763-metadata.xml|/ns0:DryadDataPackage/@xsi:schemaLocation|http://purl.org/dryad/schema/terms/v3.1 http://datadryad.org/profile/v3.1/dryad.xsd
DRYAD|00763-metadata.xml|/ns0:DryadDataPackage/ns2:type|package
DRYAD|00763-metadata.xml|/ns0:DryadDataPackage/ns2:creator|Peters, Kristian J.
DRYAD|00763-metadata.xml|/ns0:DryadDataPackage/ns2:creator|Ophelkeller, Kathy
DRYAD|00763-metadata.xml|/ns0:DryadDataPackage/ns2:creator|Bott, Nathan J.
DRYAD|00763-metadata.xml|/ns0:DryadDataPackage/ns2:creator|Deagle, Bruce E.
DRYAD|00763-metadata.xml|/ns0:DryadDataPackage/ns2:creator|Jarman, Simon N.
DRYAD|00763-metadata.xml|/ns0:DryadDataPackage/ns2:creator|Goldsworthy, Simon D.
DRYAD|00763-metadata.xml|/ns0:DryadDataPackage/ns2:dateSubmitted|2014-03-21T20:36:29Z
DRYAD|00763-metadata.xml|/ns0:DryadDataPackage/ns2:available|2014-03-21T20:36:29Z
DRYAD|00763-metadata.xml|/ns0:DryadDataPackage/ns2:title|Data from: Fine-scale diet of the Australian sea lion (Neophoca cinerea) using DNA-based analysis of faeces.
DRYAD|00763-metadata.xml|/ns0:DryadDataPackage/ns2:identifier|http://dx.doi.org/10.5061/dryad.d417q
DRYAD|00763-metadata.xml|/ns0:DryadDataPackage/ns2:description|We applied DNA-based faecal analysis to determine the diet of female Australian sea lions (n = 12) from two breeding colonies in South Australia. DNA dietary components of fish and cephalopods were amplified using the polymerase chain reaction and mitochondrial DNA primers targeting the short (~100 base pair) section of the 16S gene region. Prey diversity was determined by sequencing ~50 amplicons generated from clone libraries developed for each individual. Faecal DNA was also combined and cloned from multiple individuals at each colony and fish diversity determined. Diets varied between individuals and sites. Overall, DNA analysis identified a broad diversity of prey comprising 23 fish and five cephalopod taxa, including many species not previously described as prey of the Australian sea lion. Labridae (wrasse), Monacanthidae (leatherjackets) and Mullidae (goat fish) were important fish prey taxa. Commonly identified cephalopods were Octopodidae (octopus), Loliginidae (calamary squid) and Sepiidae (cuttlefish). Comparisons of fish prey diversity determined by pooling faecal DNA from several samples provided a reasonable but incomplete resemblance (55–71%) to the total fish diversity identified across individual diets at each site. Interpretation of diet based on the recovery of prey hard-parts identified one cephalopod beak (Octopus sp.) and one fish otolith (Parapriacanthus elongatus). The present study highlights the value of DNA-based analyses and their capabilities to enhance information of trophic interactions.
DRYAD|00763-metadata.xml|/ns0:DryadDataPackage/ns2:subject|Diet Analysis
DRYAD|00763-metadata.xml|/ns0:DryadDataPackage/ns2:subject|Foodwebs
DRYAD|00763-metadata.xml|/ns0:DryadDataPackage/ns2:subject|Mammals
DRYAD|00763-metadata.xml|/ns0:DryadDataPackage/ns2:subject|Predator Prey Interactions
DRYAD|00763-metadata.xml|/ns0:DryadDataPackage/ns3:scientificName|Neophoca cinerea
DRYAD|00763-metadata.xml|/ns0:DryadDataPackage/ns2:spatial|Lilliput Island
DRYAD|00763-metadata.xml|/ns0:DryadDataPackage/ns2:spatial|Nuyt’s Archipelago
DRYAD|00763-metadata.xml|/ns0:DryadDataPackage/ns2:spatial|South Australia
DRYAD|00763-metadata.xml|/ns0:DryadDataPackage/ns2:spatial|32°26'4.44"S
DRYAD|00763-metadata.xml|/ns0:DryadDataPackage/ns2:spatial|133°41'34.79"E
DRYAD|00763-metadata.xml|/ns0:DryadDataPackage/ns2:spatial|Kangaroo Island
DRYAD|00763-metadata.xml|/ns0:DryadDataPackage/ns2:spatial|35º 59' 49'' S
DRYAD|00763-metadata.xml|/ns0:DryadDataPackage/ns2:spatial|137º 18' 112 21'' E
DRYAD|00763-metadata.xml|/ns0:DryadDataPackage/ns2:references|http://dx.doi.org/10.1111/maec.12145
DRYAD|00763-metadata.xml|/ns0:DryadDataPackage/ns2:hasPart|http://dx.doi.org/10.5061/dryad.d417q/2
DRYAD|00764-metadata.xml|/ns0:DryadDataFile/@xsi:schemaLocation|http://purl.org/dryad/schema/terms/v3.1 http://datadryad.org/profile/v3.1/dryad.xsd
DRYAD|00764-metadata.xml|/ns0:DryadDataFile/ns2:type|file
DRYAD|00764-metadata.xml|/ns0:DryadDataFile/ns2:creator|Mitteldorf, Joshua
DRYAD|00764-metadata.xml|/ns0:DryadDataFile/ns2:creator|Martins, André C. R.
DRYAD|00764-metadata.xml|/ns0:DryadDataFile/ns2:title|dosstuff
DRYAD|00764-metadata.xml|/ns0:DryadDataFile/ns2:identifier|http://dx.doi.org/10.5061/dryad.9898r/2
DRYAD|00764-metadata.xml|/ns0:DryadDataFile/ns2:rights|http://creativecommons.org/publicdomain/zero/1.0/
DRYAD|00764-metadata.xml|/ns0:DryadDataFile/ns2:subject|Adaptation
DRYAD|00764-metadata.xml|/ns0:DryadDataFile/ns2:subject|Modeling: individual based
DRYAD|00764-metadata.xml|/ns0:DryadDataFile/ns2:subject|Modeling: population ecology
DRYAD|00764-metadata.xml|/ns0:DryadDataFile/ns2:subject|Senescence
DRYAD|00764-metadata.xml|/ns0:DryadDataFile/ns2:subject|Evolvability
DRYAD|00764-metadata.xml|/ns0:DryadDataFile/ns2:dateSubmitted|2014-05-20T18:59:17Z
DRYAD|00764-metadata.xml|/ns0:DryadDataFile/ns2:available|2014-08-08T15:20:02Z
DRYAD|00764-metadata.xml|/ns0:DryadDataFile/ns2:provenance|Made available in DSpace on 2014-05-20T18:59:17Z (GMT). No. of bitstreams: 1 dosstuff.pas: 5964 bytes, checksum: e70e2853c44038feab2d925de0367408 (MD5)
DRYAD|00764-metadata.xml|/ns0:DryadDataFile/ns2:isPartOf|http://dx.doi.org/10.5061/dryad.9898r
DRYAD|00765-metadata.xml|/ns0:DryadDataFile/@xsi:schemaLocation|http://purl.org/dryad/schema/terms/v3.1 http://datadryad.org/profile/v3.1/dryad.xsd
DRYAD|00765-metadata.xml|/ns0:DryadDataFile/ns2:type|file
DRYAD|00765-metadata.xml|/ns0:DryadDataFile/ns2:creator|Payne, Jonathan L.
DRYAD|00765-metadata.xml|/ns0:DryadDataFile/ns2:creator|Groves, John R.
DRYAD|00765-metadata.xml|/ns0:DryadDataFile/ns2:creator|Jost, Adam B.
DRYAD|00765-metadata.xml|/ns0:DryadDataFile/ns2:creator|Nguyen, Thienan
DRYAD|00765-metadata.xml|/ns0:DryadDataFile/ns2:creator|Moffitt, Sarah E.
DRYAD|00765-metadata.xml|/ns0:DryadDataFile/ns2:creator|Hill, Tessa M.
DRYAD|00765-metadata.xml|/ns0:DryadDataFile/ns2:creator|Skotheim, Jan M.
DRYAD|00765-metadata.xml|/ns0:DryadDataFile/ns2:title|payne_database_S4
DRYAD|00765-metadata.xml|/ns0:DryadDataFile/ns2:identifier|http://dx.doi.org/10.5061/dryad.d37p59vg/4
DRYAD|00765-metadata.xml|/ns0:DryadDataFile/ns2:rights|http://creativecommons.org/publicdomain/zero/1.0/
DRYAD|00765-metadata.xml|/ns0:DryadDataFile/ns2:subject|Fossils
DRYAD|00765-metadata.xml|/ns0:DryadDataFile/ns2:subject|Macroevolution
DRYAD|00765-metadata.xml|/ns0:DryadDataFile/ns2:subject|Morphological Evolution
DRYAD|00765-metadata.xml|/ns0:DryadDataFile/ns2:subject|Paleobiology
DRYAD|00765-metadata.xml|/ns0:DryadDataFile/ns2:subject|Physiology
DRYAD|00765-metadata.xml|/ns0:DryadDataFile/ns3:scientificName|Foraminifera
DRYAD|00765-metadata.xml|/ns0:DryadDataFile/ns3:scientificName|Fusulinida
DRYAD|00765-metadata.xml|/ns0:DryadDataFile/ns3:scientificName|Fusulinoidea
DRYAD|00765-metadata.xml|/ns0:DryadDataFile/ns2:spatial|Global
DRYAD|00765-metadata.xml|/ns0:DryadDataFile/ns2:spatial|Sahul Shelf
DRYAD|00765-metadata.xml|/ns0:DryadDataFile/ns2:spatial|Santa Barbara Basin
DRYAD|00765-metadata.xml|/ns0:DryadDataFile/ns2:spatial|North America
DRYAD|00765-metadata.xml|/ns0:DryadDataFile/ns2:temporal|Paleozoic
DRYAD|00765-metadata.xml|/ns0:DryadDataFile/ns2:temporal|Holocene
DRYAD|00765-metadata.xml|/ns0:DryadDataFile/ns2:temporal|Devonian
DRYAD|00765-metadata.xml|/ns0:DryadDataFile/ns2:temporal|Carboniferous
DRYAD|00765-metadata.xml|/ns0:DryadDataFile/ns2:temporal|Mississippian
DRYAD|00765-metadata.xml|/ns0:DryadDataFile/ns2:temporal|Pennsylvanian
DRYAD|00765-metadata.xml|/ns0:DryadDataFile/ns2:temporal|Permian
DRYAD|00765-metadata.xml|/ns0:DryadDataFile/ns2:dateSubmitted|2012-02-29T21:04:46Z
DRYAD|00765-metadata.xml|/ns0:DryadDataFile/ns2:available|2012-03-28T15:09:16Z
DRYAD|00765-metadata.xml|/ns0:DryadDataFile/ns2:provenance|Made available in DSpace on 2012-02-29T21:04:46Z (GMT). No. of bitstreams: 2 README.txt: 2471 bytes, checksum: 8e15cc96a98545f0d86c108889445e11 (MD5) payne_database_S4.txt: 32372 bytes, checksum: 10895b95b47294817274f1bcffb658a8 (MD5)
DRYAD|00765-metadata.xml|/ns0:DryadDataFile/ns2:isPartOf|http://dx.doi.org/10.5061/dryad.d37p59vg
DRYAD|00766-metadata.xml|/ns0:DryadDataFile/@xsi:schemaLocation|http://purl.org/dryad/schema/terms/v3.1 http://datadryad.org/profile/v3.1/dryad.xsd
DRYAD|00766-metadata.xml|/ns0:DryadDataFile/ns2:type|file
DRYAD|00766-metadata.xml|/ns0:DryadDataFile/ns2:creator|Zhang, Yuan-Ye
DRYAD|00766-metadata.xml|/ns0:DryadDataFile/ns2:creator|Zhang, Da-Yong
DRYAD|00766-metadata.xml|/ns0:DryadDataFile/ns2:creator|Barrett, Spencer C.H.
DRYAD|00766-metadata.xml|/ns0:DryadDataFile/ns2:title|AFLP data matrix of Eichhornia crassipes
DRYAD|00766-metadata.xml|/ns0:DryadDataFile/ns2:identifier|http://dx.doi.org/10.5061/dryad.1365/1
DRYAD|00766-metadata.xml|/ns0:DryadDataFile/ns2:rights|http://creativecommons.org/publicdomain/zero/1.0/
DRYAD|00766-metadata.xml|/ns0:DryadDataFile/ns2:description|AFLP data matrix of 49 water hyacinth (Eichhornia crassipes) populations from its native and introduced ranges. If you have any problem with the data, please contact zhang@ips.unibe.ch.
DRYAD|00766-metadata.xml|/ns0:DryadDataFile/ns2:subject|Population Genetics - Empirical
DRYAD|00766-metadata.xml|/ns0:DryadDataFile/ns2:subject|Plant Mating Systems
DRYAD|00766-metadata.xml|/ns0:DryadDataFile/ns2:subject|Natural Selection and Contemporary Evolution
DRYAD|00766-metadata.xml|/ns0:DryadDataFile/ns2:subject|Invasive Species
DRYAD|00766-metadata.xml|/ns0:DryadDataFile/ns3:scientificName|Eichhornia crassipes
DRYAD|00766-metadata.xml|/ns0:DryadDataFile/ns2:spatial|global scale
DRYAD|00766-metadata.xml|/ns0:DryadDataFile/ns2:dateSubmitted|2010-03-16T20:07:03Z
DRYAD|00766-metadata.xml|/ns0:DryadDataFile/ns2:available|2010-03-16T20:07:03Z
DRYAD|00766-metadata.xml|/ns0:DryadDataFile/ns2:provenance|Made available in DSpace on 2010-03-16T20:07:03Z (GMT). No. of bitstreams: 1 water hyacinth AFLP data.xls: 2217472 bytes, checksum: cc399354678a2bb60339de23fcb3ff6d (MD5)
DRYAD|00766-metadata.xml|/ns0:DryadDataFile/ns2:isPartOf|http://dx.doi.org/10.5061/dryad.1365
DRYAD|00767-metadata.xml|/ns0:DryadDataFile/@xsi:schemaLocation|http://purl.org/dryad/schema/terms/v3.1 http://datadryad.org/profile/v3.1/dryad.xsd
DRYAD|00767-metadata.xml|/ns0:DryadDataFile/ns2:type|file
DRYAD|00767-metadata.xml|/ns0:DryadDataFile/ns2:creator|Connallon, Tim
DRYAD|00767-metadata.xml|/ns0:DryadDataFile/ns2:creator|Clark, Andrew G.
DRYAD|00767-metadata.xml|/ns0:DryadDataFile/ns2:title|DFE sim n = 10 dimensions
DRYAD|00767-metadata.xml|/ns0:DryadDataFile/ns2:identifier|http://dx.doi.org/10.5061/dryad.bt0ns/2
DRYAD|00767-metadata.xml|/ns0:DryadDataFile/ns2:rights|http://creativecommons.org/publicdomain/zero/1.0/
DRYAD|00767-metadata.xml|/ns0:DryadDataFile/ns2:subject|Trade-Offs
DRYAD|00767-metadata.xml|/ns0:DryadDataFile/ns2:subject|Genetic Variation
DRYAD|00767-metadata.xml|/ns0:DryadDataFile/ns2:subject|Adaptation
DRYAD|00767-metadata.xml|/ns0:DryadDataFile/ns2:subject|Pleiotropy
DRYAD|00767-metadata.xml|/ns0:DryadDataFile/ns2:subject|Fitness
DRYAD|00767-metadata.xml|/ns0:DryadDataFile/ns2:subject|Mutations
DRYAD|00767-metadata.xml|/ns0:DryadDataFile/ns2:dateSubmitted|2015-04-21T18:07:53Z
DRYAD|00767-metadata.xml|/ns0:DryadDataFile/ns2:available|2015-04-29T14:52:14Z
DRYAD|00767-metadata.xml|/ns0:DryadDataFile/ns2:format|24764
DRYAD|00767-metadata.xml|/ns0:DryadDataFile/ns2:provenance|Made available in DSpace on 2015-04-21T18:07:53Z (GMT). No. of bitstreams: 1 DFE sim n : 24764 bytes, checksum: 1f0354b6bcb2f1976cfa0415a5d09fc5 (MD5)
DRYAD|00767-metadata.xml|/ns0:DryadDataFile/ns2:isPartOf|http://dx.doi.org/10.5061/dryad.bt0ns
DRYAD|00768-metadata.xml|/ns0:DryadDataPackage/@xsi:schemaLocation|http://purl.org/dryad/schema/terms/v3.1 http://datadryad.org/profile/v3.1/dryad.xsd
DRYAD|00768-metadata.xml|/ns0:DryadDataPackage/ns2:type|package
DRYAD|00768-metadata.xml|/ns0:DryadDataPackage/ns2:creator|Reichert, Michael S.
DRYAD|00768-metadata.xml|/ns0:DryadDataPackage/ns2:creator|Gerhardt, H. Carl
DRYAD|00768-metadata.xml|/ns0:DryadDataPackage/ns2:dateSubmitted|2012-06-07T15:48:16Z
DRYAD|00768-metadata.xml|/ns0:DryadDataPackage/ns2:available|2012-06-07T15:48:16Z
DRYAD|00768-metadata.xml|/ns0:DryadDataPackage/ns2:title|Data from: Trade-offs and upper limits to signal performance during close-range vocal competition in gray treefrogs, Hyla versicolor
DRYAD|00768-metadata.xml|/ns0:DryadDataPackage/ns2:identifier|http://dx.doi.org/10.5061/dryad.kq6kh
DRYAD|00768-metadata.xml|/ns0:DryadDataPackage/ns2:description|Performance limitations on signal production constrain signal evolution. Variation in signaling performance may be related to signaler quality and therefore is likely to be a salient aspect of communication systems. When multiple signal components are involved in communication, there may be trade-offs between components, and performance can be measured as the degree to which signalers approach the upper limits of the trade-off function. We examined vocal performance in the gray treefrog, Hyla versicolor, in which females prefer values of call duration and rate exceeding the usual range of variation within and among males. We recorded interactions between pairs of males calling on mobile platforms that allowed us to manipulate inter-male distance and place males in highly competitive environments. We found that although there was a clear upper boundary on the ability of males to maximize simultaneously call duration and call rate, call effort did not remain constant in this highly competitive situation. Our estimates of an upper limit to vocal performance were corroborated by analyses of calling behavior in the context of close-range mate attraction. We discuss potential constraints on signaling performance and the relevance of this measure of performance for both intrasexual and intersexual communication.
DRYAD|00768-metadata.xml|/ns0:DryadDataPackage/ns2:subject|Behavior: evolution
DRYAD|00768-metadata.xml|/ns0:DryadDataPackage/ns2:subject|Behavior: reproductive
DRYAD|00768-metadata.xml|/ns0:DryadDataPackage/ns2:subject|Communication
DRYAD|00768-metadata.xml|/ns0:DryadDataPackage/ns2:subject|Communication: acoustic
DRYAD|00768-metadata.xml|/ns0:DryadDataPackage/ns2:subject|Competition
DRYAD|00768-metadata.xml|/ns0:DryadDataPackage/ns2:subject|Energetics
DRYAD|00768-metadata.xml|/ns0:DryadDataPackage/ns2:subject|Lekking
DRYAD|00768-metadata.xml|/ns0:DryadDataPackage/ns2:subject|Selection: sexual
DRYAD|00768-metadata.xml|/ns0:DryadDataPackage/ns2:subject|Trade offs
DRYAD|00768-metadata.xml|/ns0:DryadDataPackage/ns2:subject|Anurans (frogs and toads)
DRYAD|00768-metadata.xml|/ns0:DryadDataPackage/ns3:scientificName|Anura
DRYAD|00768-metadata.xml|/ns0:DryadDataPackage/ns3:scientificName|Hylidae
DRYAD|00768-metadata.xml|/ns0:DryadDataPackage/ns3:scientificName|Hyla versicolor
DRYAD|00768-metadata.xml|/ns0:DryadDataPackage/ns2:spatial|Missouri
DRYAD|00768-metadata.xml|/ns0:DryadDataPackage/ns2:spatial|North America
DRYAD|00768-metadata.xml|/ns0:DryadDataPackage/ns2:references|http://dx.doi.org/10.1086/667575
DRYAD|00768-metadata.xml|/ns0:DryadDataPackage/ns2:hasPart|http://dx.doi.org/10.5061/dryad.kq6kh/1
DRYAD|00768-metadata.xml|/ns0:DryadDataPackage/ns2:hasPart|http://dx.doi.org/10.5061/dryad.kq6kh/2
DRYAD|00768-metadata.xml|/ns0:DryadDataPackage/ns2:hasPart|http://dx.doi.org/10.5061/dryad.kq6kh/3
DRYAD|00769-metadata.xml|/ns0:DryadDataPackage/@xsi:schemaLocation|http://purl.org/dryad/schema/terms/v3.1 http://datadryad.org/profile/v3.1/dryad.xsd
DRYAD|00769-metadata.xml|/ns0:DryadDataPackage/ns2:type|package
DRYAD|00769-metadata.xml|/ns0:DryadDataPackage/ns2:creator|Maxwell, Sean L.
DRYAD|00769-metadata.xml|/ns0:DryadDataPackage/ns2:creator|Rhodes, Jonathan R.
DRYAD|00769-metadata.xml|/ns0:DryadDataPackage/ns2:creator|Runge, Michael C.
